cn_year,baseline_regime,module,cf,cf_regime,flip,note,method_id,status
2006,OTHER,GROWTH,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2006,OTHER,INFLATION,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2006,OTHER,INFLATION,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2006,OTHER,INFLATION,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2006,OTHER,MONEY_CREDIT,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2006,OTHER,MONEY_CREDIT,CF_B,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2006,OTHER,MONEY_CREDIT,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2006,OTHER,EXTERNAL,CF_A,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2006,OTHER,EXTERNAL,CF_B,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2006,OTHER,EXTERNAL,CF_C,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2006,OTHER,DEMOGRAPHY_LABOR,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2006,OTHER,DEMOGRAPHY_LABOR,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2006,OTHER,DEMOGRAPHY_LABOR,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,GROWTH,CF_A,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,GROWTH,CF_B,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,GROWTH,CF_C,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,INFLATION,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,INFLATION,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,INFLATION,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,MONEY_CREDIT,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,MONEY_CREDIT,CF_B,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,MONEY_CREDIT,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,EXTERNAL,CF_A,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,EXTERNAL,CF_B,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,EXTERNAL,CF_C,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,DEMOGRAPHY_LABOR,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,DEMOGRAPHY_LABOR,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2007,OTHER,DEMOGRAPHY_LABOR,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,GROWTH,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,GROWTH,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,GROWTH,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,INFLATION,CF_A,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,INFLATION,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,INFLATION,CF_C,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,MONEY_CREDIT,CF_A,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,MONEY_CREDIT,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,MONEY_CREDIT,CF_C,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,EXTERNAL,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,EXTERNAL,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,EXTERNAL,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,DEMOGRAPHY_LABOR,CF_A,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,DEMOGRAPHY_LABOR,CF_B,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2008,J90,DEMOGRAPHY_LABOR,CF_C,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,GROWTH,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,GROWTH,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,GROWTH,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,INFLATION,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,INFLATION,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,INFLATION,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,MONEY_CREDIT,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,MONEY_CREDIT,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,MONEY_CREDIT,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,EXTERNAL,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,EXTERNAL,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,EXTERNAL,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,DEMOGRAPHY_LABOR,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,DEMOGRAPHY_LABOR,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2009,OTHER,DEMOGRAPHY_LABOR,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,GROWTH,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,GROWTH,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,GROWTH,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,INFLATION,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,INFLATION,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,INFLATION,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,MONEY_CREDIT,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,MONEY_CREDIT,CF_B,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,MONEY_CREDIT,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,EXTERNAL,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,EXTERNAL,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,EXTERNAL,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,DEMOGRAPHY_LABOR,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,DEMOGRAPHY_LABOR,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2010,OTHER,DEMOGRAPHY_LABOR,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,GROWTH,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,GROWTH,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,GROWTH,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,INFLATION,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,INFLATION,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,INFLATION,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,MONEY_CREDIT,CF_A,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,MONEY_CREDIT,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,MONEY_CREDIT,CF_C,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,EXTERNAL,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,EXTERNAL,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,EXTERNAL,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,DEMOGRAPHY_LABOR,CF_A,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,DEMOGRAPHY_LABOR,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2011,J90,DEMOGRAPHY_LABOR,CF_C,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,GROWTH,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,GROWTH,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,GROWTH,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,INFLATION,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,INFLATION,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,INFLATION,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,MONEY_CREDIT,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,MONEY_CREDIT,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,MONEY_CREDIT,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,EXTERNAL,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,EXTERNAL,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,EXTERNAL,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,DEMOGRAPHY_LABOR,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,DEMOGRAPHY_LABOR,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2012,J90,DEMOGRAPHY_LABOR,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,GROWTH,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,GROWTH,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,GROWTH,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,INFLATION,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,INFLATION,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,INFLATION,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,MONEY_CREDIT,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,MONEY_CREDIT,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,MONEY_CREDIT,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,EXTERNAL,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,EXTERNAL,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,EXTERNAL,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,DEMOGRAPHY_LABOR,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,DEMOGRAPHY_LABOR,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2013,J90,DEMOGRAPHY_LABOR,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,GROWTH,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,GROWTH,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,GROWTH,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,INFLATION,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,INFLATION,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,INFLATION,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,MONEY_CREDIT,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,MONEY_CREDIT,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,MONEY_CREDIT,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,EXTERNAL,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,EXTERNAL,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,EXTERNAL,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,DEMOGRAPHY_LABOR,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,DEMOGRAPHY_LABOR,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2014,J90,DEMOGRAPHY_LABOR,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,GROWTH,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,GROWTH,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,GROWTH,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,INFLATION,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,INFLATION,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,INFLATION,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,MONEY_CREDIT,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,MONEY_CREDIT,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,MONEY_CREDIT,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,EXTERNAL,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,EXTERNAL,CF_B,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,EXTERNAL,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,DEMOGRAPHY_LABOR,CF_A,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,DEMOGRAPHY_LABOR,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2015,OTHER,DEMOGRAPHY_LABOR,CF_C,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,GROWTH,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,GROWTH,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,GROWTH,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,INFLATION,CF_A,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,INFLATION,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,INFLATION,CF_C,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,MONEY_CREDIT,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,MONEY_CREDIT,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,MONEY_CREDIT,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,EXTERNAL,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
