year,value,variable,country,unit,source_note
1979,6.25,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1980,7.25,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1981,5.5,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1982,5.5,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1983,5.0,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1984,5.0,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1985,5.0,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1986,3.0,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1987,2.5,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1988,2.5,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1989,4.25,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1990,6.0,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1991,4.5,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1992,3.25,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1993,1.75,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1994,1.75,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1995,0.5,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1996,0.5,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1997,0.5,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1998,0.5,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
1999,0.5,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2000,0.5,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2001,0.1,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2002,0.1,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2003,0.1,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2004,0.1,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2005,0.1,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2006,0.4,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2007,0.75,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2008,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2009,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2010,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2011,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2012,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2013,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2014,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2015,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2016,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2017,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2018,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2019,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2020,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2021,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2022,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2023,0.3,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2024,0.5,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2025,1.0,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
2026,1.25,policy_rate,JP,pct_year_end,BOJ 公定歩合 event-day→year-end; 无事件年=前值延续 1955-2026
