quarter,value,variable,country,unit,source_note
1998-Q4,0.013403,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
1999-Q1,-0.032838,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
1999-Q2,-0.03652,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
1999-Q3,0.060594,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
1999-Q4,0.031152,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2000-Q1,-0.048806,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2000-Q2,-0.041442,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2000-Q3,0.072656,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2000-Q4,-0.014919,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2001-Q1,0.003702,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2001-Q2,-0.074803,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2001-Q3,0.072645,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2001-Q4,-0.020563,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2002-Q1,0.034825,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2002-Q2,-0.077287,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2002-Q3,0.047565,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2002-Q4,0.014875,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2003-Q1,0.018695,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2003-Q2,-0.070313,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2003-Q3,0.059255,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2003-Q4,0.00437,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2004-Q1,0.003165,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2004-Q2,-0.072607,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2004-Q3,0.068898,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2004-Q4,-0.000832,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2005-Q1,0.006662,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2005-Q2,-0.075268,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2005-Q3,0.068068,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2005-Q4,0.021071,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2006-Q1,-0.034514,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2006-Q2,-0.062074,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2006-Q3,0.077814,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2006-Q4,0.005989,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2007-Q1,-0.016963,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2007-Q2,-0.03875,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2007-Q3,0.042264,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2007-Q4,0.028132,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2008-Q1,-0.05933,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2008-Q2,-0.018518,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2008-Q3,0.031476,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2008-Q4,0.001755,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2009-Q1,-0.035609,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2009-Q2,-0.002915,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2009-Q3,0.05264,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2009-Q4,0.022269,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2010-Q1,-0.01058,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2010-Q2,-0.05517,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2010-Q3,0.04477,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2010-Q4,0.016752,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2011-Q1,-0.021588,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2011-Q2,-0.047815,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2011-Q3,0.054245,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2011-Q4,0.020101,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2012-Q1,-0.006756,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2012-Q2,-0.07082,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2012-Q3,0.046971,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2012-Q4,0.015955,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2013-Q1,0.007022,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2013-Q2,-0.058536,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2013-Q3,0.038687,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2013-Q4,0.039475,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2014-Q1,-0.02111,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
