quarter,value,variable,country,unit,source_note
1966-Q4,0.93,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1967-Q1,0.951387,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1967-Q2,0.783249,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1967-Q3,0.870116,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1967-Q4,0.815729,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1968-Q1,0.924943,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1968-Q2,0.775582,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1968-Q3,0.904713,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1968-Q4,0.834122,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1969-Q1,0.874672,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1969-Q2,0.696712,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1969-Q3,0.807502,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1969-Q4,0.764076,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1970-Q1,0.801685,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1970-Q2,0.72671,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1970-Q3,0.889058,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1970-Q4,0.975714,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1971-Q1,1.153747,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1971-Q2,1.044731,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1971-Q3,1.387275,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1971-Q4,1.31638,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1972-Q1,1.250264,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1972-Q2,1.049272,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1972-Q3,1.090934,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1972-Q4,0.875853,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1973-Q1,0.72075,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1973-Q2,0.635844,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1973-Q3,0.761155,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1973-Q4,0.744674,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1974-Q1,0.873223,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1974-Q2,1.206697,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1974-Q3,1.837232,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1974-Q4,2.97896,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1975-Q1,3.121911,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1975-Q2,2.176004,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1975-Q3,2.572347,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1975-Q4,2.31354,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1976-Q1,1.58789,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1976-Q2,1.305547,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1976-Q3,1.489796,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1976-Q4,1.549153,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1977-Q1,1.433186,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1977-Q2,1.22076,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1977-Q3,1.492023,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1977-Q4,1.25602,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1978-Q1,1.018677,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1978-Q2,0.833384,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1978-Q3,0.983206,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1978-Q4,0.787506,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1979-Q1,0.759665,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1979-Q2,0.588516,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1979-Q3,0.77609,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1979-Q4,0.786049,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1980-Q1,0.80548,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1980-Q2,0.792152,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1980-Q3,1.202996,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1980-Q4,1.070214,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1981-Q1,1.047114,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1981-Q2,0.973884,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1981-Q3,1.287984,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1981-Q4,0.967536,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1982-Q1,0.9639,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1982-Q2,0.995934,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1982-Q3,1.406291,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1982-Q4,1.142886,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1983-Q1,0.996106,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1983-Q2,0.984748,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1983-Q3,1.164227,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1983-Q4,0.897599,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1984-Q1,0.82627,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1984-Q2,0.788659,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1984-Q3,0.985918,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1984-Q4,0.812593,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1985-Q1,0.800226,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1985-Q2,0.745674,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1985-Q3,1.021375,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1985-Q4,0.863077,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1986-Q1,0.914972,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1986-Q2,0.755161,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1986-Q3,0.932827,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1986-Q4,0.775627,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1987-Q1,0.776718,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1987-Q2,0.539185,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1987-Q3,0.663313,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1987-Q4,0.532218,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1988-Q1,0.560198,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1988-Q2,0.465169,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1988-Q3,0.612089,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1988-Q4,0.497735,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1989-Q1,0.460067,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1989-Q2,0.530803,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1989-Q3,0.561448,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1989-Q4,0.54982,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1990-Q1,0.687557,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1990-Q2,0.728929,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1990-Q3,0.912743,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1990-Q4,0.956708,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1991-Q1,0.909537,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1991-Q2,0.901389,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1991-Q3,1.153813,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1991-Q4,1.017434,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1992-Q1,1.028373,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1992-Q2,1.115316,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1992-Q3,1.230929,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1992-Q4,1.462722,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1993-Q1,1.004508,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1993-Q2,1.0461,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1993-Q3,1.480166,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1993-Q4,1.343769,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1994-Q1,0.927142,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1994-Q2,0.89165,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1994-Q3,0.948785,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1994-Q4,0.882497,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1995-Q1,0.793874,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1995-Q2,0.804238,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1995-Q3,0.799982,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1995-Q4,0.61444,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1996-Q1,0.503582,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1996-Q2,0.445629,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1996-Q3,0.553284,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1996-Q4,0.466764,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1997-Q1,0.373489,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1997-Q2,0.391671,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1997-Q3,0.512042,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1997-Q4,0.453057,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1998-Q1,0.489094,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1998-Q2,0.579015,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1998-Q3,0.602324,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1998-Q4,0.607143,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1999-Q1,0.456373,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1999-Q2,0.519817,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1999-Q3,0.470584,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
1999-Q4,0.417022,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2000-Q1,0.313022,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2000-Q2,0.347325,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2000-Q3,0.333031,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2000-Q4,0.261176,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2001-Q1,0.288831,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2001-Q2,0.291264,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2001-Q3,0.489182,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2001-Q4,0.355443,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2002-Q1,0.292218,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2002-Q2,0.330495,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2002-Q3,0.357424,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2002-Q4,0.262246,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2003-Q1,0.247706,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2003-Q2,0.265547,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2003-Q3,0.297171,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2003-Q4,0.210858,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2004-Q1,0.176099,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2004-Q2,0.199688,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2004-Q3,0.213603,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2004-Q4,0.176054,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2005-Q1,0.155747,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2005-Q2,0.148447,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2005-Q3,0.190112,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2005-Q4,0.130821,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2006-Q1,0.133123,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2006-Q2,0.133923,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2006-Q3,0.158304,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2006-Q4,0.140527,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2007-Q1,0.140227,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2007-Q2,0.124678,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2007-Q3,0.166186,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2007-Q4,0.153181,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2008-Q1,0.166662,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2008-Q2,0.138586,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
2008-Q3,0.209419,mof_interest_burden,JP,ratio,MOF income interest expense/ordinary profits Q SECONDARY 1954Q2-2026Q1
