quarter,value,variable,country,unit,source_note
2018-Q3,1.8667,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2018-Q4,1.8,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2019-Q1,1.8333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2019-Q2,1.6333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2019-Q3,1.5333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2019-Q4,1.4333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2020-Q1,1.2333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2020-Q2,1.0333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2020-Q3,0.5,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2020-Q4,0.4667,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2021-Q1,0.0,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2021-Q2,0.8333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2021-Q3,1.2333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2021-Q4,1.2333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2022-Q1,1.1333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2022-Q2,0.9333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2022-Q3,0.7333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2022-Q4,0.6333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2023-Q1,0.7667,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2023-Q2,0.5667,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2023-Q3,0.8,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2023-Q4,0.6,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2024-Q1,0.7333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2024-Q2,0.6333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2024-Q3,0.2667,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2024-Q4,0.3,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2025-Q1,0.3333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2025-Q2,0.6,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2025-Q3,0.9,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2025-Q4,1.2,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2026-Q1,1.2333,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
2026-Q2,1.1,d_cpi_core,CN,yoy_pct,"NBS 官方月度 CPI 新闻稿""不包括食品和能源""行转录(Trendonify 交叉);季均(与 headline 同法);2013Q1 起(官方 core CPI 2013+ 结构性起点);用户外部采集 2026-09-08"
