quarter,value,variable,country,unit,source_note
1959-Q1,0.017629,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1959-Q2,0.018354,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1959-Q3,0.018219,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1959-Q4,0.018301,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1960-Q1,0.018809,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1960-Q2,0.020803,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1960-Q3,0.021561,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1960-Q4,0.021468,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1961-Q1,0.021762,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1961-Q2,0.023424,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1961-Q3,0.02415,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1961-Q4,0.024155,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1962-Q1,0.02552,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1962-Q2,0.025683,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1962-Q3,0.026659,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1962-Q4,0.026577,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1963-Q1,0.027918,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1963-Q2,0.02876,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1963-Q3,0.030848,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1963-Q4,0.03032,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1964-Q1,0.032083,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1964-Q2,0.031764,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1964-Q3,0.033214,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1964-Q4,0.032805,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1965-Q1,0.034933,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1965-Q2,0.036716,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1965-Q3,0.037805,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1965-Q4,0.037785,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1966-Q1,0.039495,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1966-Q2,0.043936,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1966-Q3,0.043193,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1966-Q4,0.04445,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1967-Q1,0.043044,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1967-Q2,0.044492,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1967-Q3,0.044362,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1967-Q4,0.042727,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1968-Q1,0.045515,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1968-Q2,0.047859,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1968-Q3,0.048487,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1968-Q4,0.048293,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1969-Q1,0.049628,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1969-Q2,0.047913,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1969-Q3,0.047415,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1969-Q4,0.047268,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1970-Q1,0.048355,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1970-Q2,0.048231,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1970-Q3,0.048076,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1970-Q4,0.047818,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1971-Q1,0.048528,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1971-Q2,0.050227,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1971-Q3,0.050199,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1971-Q4,0.050332,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1972-Q1,0.052499,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1972-Q2,0.053066,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1972-Q3,0.053599,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1972-Q4,0.052791,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1973-Q1,0.053412,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1973-Q2,0.055044,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1973-Q3,0.053987,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1973-Q4,0.053369,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1974-Q1,0.052431,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1974-Q2,0.052057,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1974-Q3,0.053181,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1974-Q4,0.053125,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1975-Q1,0.054539,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1975-Q2,0.055915,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1975-Q3,0.056117,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1975-Q4,0.055491,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1976-Q1,0.055917,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1976-Q2,0.057824,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1976-Q3,0.057011,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1976-Q4,0.056987,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1977-Q1,0.057649,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1977-Q2,0.0561,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1977-Q3,0.056907,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1977-Q4,0.057318,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1978-Q1,0.058728,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1978-Q2,0.058179,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1978-Q3,0.058042,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1978-Q4,0.056791,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1979-Q1,0.057845,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1979-Q2,0.059445,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1979-Q3,0.05807,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1979-Q4,0.057463,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1980-Q1,0.057548,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1980-Q2,0.058524,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1980-Q3,0.059428,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1980-Q4,0.059099,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1981-Q1,0.059613,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1981-Q2,0.0595,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1981-Q3,0.058834,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1981-Q4,0.059495,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1982-Q1,0.05957,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1982-Q2,0.061453,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1982-Q3,0.061353,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1982-Q4,0.060238,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1983-Q1,0.062256,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1983-Q2,0.063564,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1983-Q3,0.063536,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1983-Q4,0.063084,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1984-Q1,0.064442,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1984-Q2,0.066399,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1984-Q3,0.065761,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1984-Q4,0.065325,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1985-Q1,0.065938,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1985-Q2,0.066839,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1985-Q3,0.068449,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1985-Q4,0.067686,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1986-Q1,0.070576,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1986-Q2,0.072572,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1986-Q3,0.072792,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1986-Q4,0.07235,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1987-Q1,0.07429,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1987-Q2,0.077783,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1987-Q3,0.078915,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1987-Q4,0.074879,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1988-Q1,0.078882,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1988-Q2,0.081459,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1988-Q3,0.082923,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1988-Q4,0.080582,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1989-Q1,0.080472,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1989-Q2,0.078009,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1989-Q3,0.076764,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1989-Q4,0.075496,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1990-Q1,0.077214,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1990-Q2,0.082258,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1990-Q3,0.082064,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1990-Q4,0.082992,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1991-Q1,0.083591,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1991-Q2,0.082822,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1991-Q3,0.088013,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1991-Q4,0.09114,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1992-Q1,0.096172,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1992-Q2,0.095797,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1992-Q3,0.100625,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1992-Q4,0.098838,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1993-Q1,0.100094,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1993-Q2,0.105414,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1993-Q3,0.11307,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1993-Q4,0.103999,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1994-Q1,0.108374,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1994-Q2,0.107848,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1994-Q3,0.108578,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1994-Q4,0.108554,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1995-Q1,0.109836,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1995-Q2,0.114298,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1995-Q3,0.112358,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1995-Q4,0.112075,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1996-Q1,0.112159,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1996-Q2,0.11294,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1996-Q3,0.116828,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1996-Q4,0.114708,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1997-Q1,0.116756,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1997-Q2,0.110044,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1997-Q3,0.112692,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1997-Q4,0.112759,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1998-Q1,0.113462,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1998-Q2,0.115241,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1998-Q3,0.11529,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1998-Q4,0.112313,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1999-Q1,0.117432,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1999-Q2,0.130532,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1999-Q3,0.128017,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
1999-Q4,0.124296,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2000-Q1,0.128495,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2000-Q2,0.134645,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2000-Q3,0.131801,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2000-Q4,0.129396,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2001-Q1,0.137414,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2001-Q2,0.128821,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2001-Q3,0.130398,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2001-Q4,0.128262,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2002-Q1,0.132479,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2002-Q2,0.131549,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2002-Q3,0.135728,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2002-Q4,0.132172,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2003-Q1,0.133464,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2003-Q2,0.141997,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2003-Q3,0.143525,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2003-Q4,0.14043,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2004-Q1,0.140665,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2004-Q2,0.132933,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2004-Q3,0.132978,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2004-Q4,0.128097,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2005-Q1,0.130081,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2005-Q2,0.128858,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2005-Q3,0.12443,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2005-Q4,0.122681,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2006-Q1,0.122616,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2006-Q2,0.122043,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2006-Q3,0.119852,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2006-Q4,0.118621,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2007-Q1,0.116445,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2007-Q2,0.112566,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2007-Q3,0.11639,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2007-Q4,0.11349,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2008-Q1,0.116655,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2008-Q2,0.120653,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2008-Q3,0.119982,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2008-Q4,0.122064,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2009-Q1,0.129039,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2009-Q2,0.123199,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2009-Q3,0.125846,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2009-Q4,0.123629,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2010-Q1,0.121717,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2010-Q2,0.123797,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2010-Q3,0.121464,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2010-Q4,0.12309,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2011-Q1,0.124599,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2011-Q2,0.120543,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2011-Q3,0.120369,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2011-Q4,0.117399,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2012-Q1,0.114126,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2012-Q2,0.118584,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2012-Q3,0.117032,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2012-Q4,0.117707,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2013-Q1,0.115756,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2013-Q2,0.117238,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2013-Q3,0.117351,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2013-Q4,0.113932,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2014-Q1,0.11209,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2014-Q2,0.112468,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2014-Q3,0.11472,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2014-Q4,0.110667,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2015-Q1,0.110899,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2015-Q2,0.110024,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2015-Q3,0.110151,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2015-Q4,0.107448,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2016-Q1,0.107547,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
2016-Q2,0.107022,corporate_land_share,JP,ratio,MOF assets land/total assets Q JP-only 1954Q2-2026Q1
