year,value,variable,country,unit,source_note
1988,37.0,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
1989,36.6,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
1990,34.9,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
1991,34.8,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
1992,36.6,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
1993,42.6,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
1994,40.5,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
1995,40.3,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
1996,38.8,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
1997,36.7,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
1998,36.2,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
1999,36.2,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2000,35.3,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2001,36.476322410768624,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2002,37.82093164350222,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2003,40.96449462302774,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2004,42.97333231886622,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2005,41.54060555668495,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2006,41.73724781991413,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2007,41.614249632711456,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2008,43.77735387777636,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2009,47.15452436201792,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2010,48.06256121699322,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2011,48.31464587348211,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2012,47.76169315896024,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2013,45.92,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2014,45.31,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2015,42.73,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2016,42.14,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2017,42.55,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2018,43.31,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2019,42.67,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2020,42.57,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2021,42.68,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2022,42.36,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2023,41.13,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
2024,40.48,investment_gdp,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); World Bank NE.GDI.TOTL.ZS (NBS SNA republished, revised post-4th-census benchmark); 2013-2024; DEFINITION BREAK vs H2 2000-2012 (2013年鉴旧基准, junction 2012: 47.76 vs WB 45.82, ~2pp SNA revision)"
