year,value,variable,country,unit,source_note
2014,3.6905523180451967,trade_balance_gdp,cn,pct_of_gdp,CN trade_balance_gdp: 2000-2012 customs USD bal*FX/GDP (H2 col-shift fixed) + 2013-2025 gongbao RMB bal/GDP; junction 2012=2.815/2013=2.825 seamless
2015,5.433658239595217,trade_balance_gdp,cn,pct_of_gdp,CN trade_balance_gdp: 2000-2012 customs USD bal*FX/GDP (H2 col-shift fixed) + 2013-2025 gongbao RMB bal/GDP; junction 2012=2.815/2013=2.825 seamless
2016,4.505010569432368,trade_balance_gdp,cn,pct_of_gdp,CN trade_balance_gdp: 2000-2012 customs USD bal*FX/GDP (H2 col-shift fixed) + 2013-2025 gongbao RMB bal/GDP; junction 2012=2.815/2013=2.825 seamless
2017,3.472039191316396,trade_balance_gdp,cn,pct_of_gdp,CN trade_balance_gdp: 2000-2012 customs USD bal*FX/GDP (H2 col-shift fixed) + 2013-2025 gongbao RMB bal/GDP; junction 2012=2.815/2013=2.825 seamless
2018,2.5883335610329343,trade_balance_gdp,cn,pct_of_gdp,CN trade_balance_gdp: 2000-2012 customs USD bal*FX/GDP (H2 col-shift fixed) + 2013-2025 gongbao RMB bal/GDP; junction 2012=2.815/2013=2.825 seamless
2019,2.94490167681773,trade_balance_gdp,cn,pct_of_gdp,CN trade_balance_gdp: 2000-2012 customs USD bal*FX/GDP (H2 col-shift fixed) + 2013-2025 gongbao RMB bal/GDP; junction 2012=2.815/2013=2.825 seamless
2020,3.651231414606107,trade_balance_gdp,cn,pct_of_gdp,CN trade_balance_gdp: 2000-2012 customs USD bal*FX/GDP (H2 col-shift fixed) + 2013-2025 gongbao RMB bal/GDP; junction 2012=2.815/2013=2.825 seamless
2021,3.81989559925503,trade_balance_gdp,cn,pct_of_gdp,CN trade_balance_gdp: 2000-2012 customs USD bal*FX/GDP (H2 col-shift fixed) + 2013-2025 gongbao RMB bal/GDP; junction 2012=2.815/2013=2.825 seamless
2022,4.844625754106529,trade_balance_gdp,cn,pct_of_gdp,CN trade_balance_gdp: 2000-2012 customs USD bal*FX/GDP (H2 col-shift fixed) + 2013-2025 gongbao RMB bal/GDP; junction 2012=2.815/2013=2.825 seamless
2023,4.59176792941673,trade_balance_gdp,cn,pct_of_gdp,CN trade_balance_gdp: 2000-2012 customs USD bal*FX/GDP (H2 col-shift fixed) + 2013-2025 gongbao RMB bal/GDP; junction 2012=2.815/2013=2.825 seamless
2024,5.234885299951671,trade_balance_gdp,cn,pct_of_gdp,CN trade_balance_gdp: 2000-2012 customs USD bal*FX/GDP (H2 col-shift fixed) + 2013-2025 gongbao RMB bal/GDP; junction 2012=2.815/2013=2.825 seamless
2025,6.069996055294358,trade_balance_gdp,cn,pct_of_gdp,CN trade_balance_gdp: 2000-2012 customs USD bal*FX/GDP (H2 col-shift fixed) + 2013-2025 gongbao RMB bal/GDP; junction 2012=2.815/2013=2.825 seamless
