year,value,variable,country,unit,source_note
2006,12.09,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2007,12.1,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2008,12.14,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2009,11.95,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2010,11.9,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2011,11.93,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2012,12.1,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2013,12.08,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2014,12.37,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2015,12.07,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2016,12.95,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2017,12.43,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2018,10.94,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2019,10.48,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2020,8.52,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2021,7.52,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2022,6.77,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2023,6.39,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2024,6.77,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
2025,5.63,birth_rate,cn,pct,"JOINED: H2 frozen (2000-2012) + H1P1 extension (2013-2025); NBS 统计公报 CBR 2013-2025; 2020=8.52 census-revised (7th census, official)"
